sponsor,trial_id,label,pred_prob,feat_phase_enc,feat_enroll_z,feat_gap_months,feat_prior_fail_rate_last3,feat_enroll_delta_last3,feat_enroll_slope_last3,feat_phase_prog_last3,feat_gap_mean_last3,feat_intv_diversity_last5,shap_phase_enc,shap_enroll_z,shap_gap_months,shap_prior_fail_rate_last3,shap_enroll_delta_last3,shap_enroll_slope_last3,shap_phase_prog_last3,shap_gap_mean_last3,shap_intv_diversity_last5
VA Office of Research and Development,trial_90520,0.0,0.43273377,0.9,-0.19203374,1.4390143,0.2,-0.1310202,-0.100120544,0.083333336,1.253388,2.2,-0.0037999750667368063,0.011688906103528568,0.006820003787768638,0.0124318907711336,-0.0003596789708820517,0.003703982002648743,0.0028773610024356235,0.0033017207788161628,0.012742758102409425
University of Utah,trial_89477,0.0,0.7558723,0.8,-0.45900622,1.5014373,0.4166667,0.06088977,0.09475429,-0.083333336,1.7763176,1.5,0.003913343511929269,0.014561629292174768,0.0009352203761223348,0.06272749884074852,0.0003310911331483316,0.0009606666974535768,-0.0005356589116304459,0.0006817689335890853,0.003397124871815322
Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,trial_39355,0.0,0.062301375,0.4,0.26710755,5.992608,0.0,0.07508741,0.09201599,0.0,5.828884,0.5,0.01866411616455298,0.001355890357119029,-0.006794921607675064,-0.03224417282269413,0.0012928459706638188,0.0015370409819087986,0.0014977853500730879,-0.004036649709243337,-0.026335918839053195
M.D. Anderson Cancer Center,trial_46025,0.0,0.08477222,0.7,-0.29274228,0.29240245,0.116666675,0.09668188,-0.022892082,0.0,0.35099247,2.3,0.004530346934479894,0.008206672351662139,-0.0018349070457031728,-0.0076078934802724,0.0004037815300208087,-0.0005607374441426842,-0.0009086988502058267,-0.005033999793807067,0.013794399706712285
University of Pennsylvania,trial_88203,0.0,0.40777907,1.0,-0.92882425,10.194662,0.033333335,0.040382188,-0.09398343,-0.016666662,10.0955515,2.0,-0.014267242369533051,0.001063466783587911,0.019971273756048024,0.006517896992272581,-0.00013477046735661403,-0.001088046988695209,0.0027120732021252616,0.02756312230767492,0.011632800541396137
Medical College of Wisconsin,trial_48841,0.0,0.00709538,0.8,0.16041794,12.202054,0.0,0.22998624,0.14932461,0.13333333,11.885011,2.5,0.0014107674123952155,-0.004113493599581668,-0.015205272886040691,-0.02602599937104847,0.0008432873878455576,-0.0004359485779597891,0.003359762596360084,0.020496721715969404,0.013009693108171632
Allergan,trial_3895,0.0,-0.08367267,1.2,0.714447,1.0874743,0.06666667,-0.13244377,-0.14442234,-0.13333333,1.0447638,1.8,-0.009228956223989374,-0.0069838817566757975,-0.0008049892744783126,0.01210490274519517,-0.0008564919329439848,0.0002906949099910069,-0.002525783566159783,-0.0007708502202253471,0.0068679183452914
Assistance Publique - Hôpitaux de Paris,trial_6372,0.0,-0.02179269,1.7,0.26121527,1.202464,0.116666675,-0.0027480647,0.012396609,-0.033333335,1.1006159,2.7,-0.026547425833778105,0.0013947788811780803,0.003903826962512868,-0.004728793284677088,0.0004222677716348536,0.002782807054326429,-0.0006922312490331633,0.0011019240937073372,0.030700305543345165
Brigham and Women's Hospital,trial_15092,0.0,0.1753714,1.1,-0.030884128,1.3930185,0.1,0.0005754113,-0.0046902923,0.05,1.5550992,3.0,-0.010408515168353914,0.005489861455477145,0.0006196354446190863,-0.00131976052688869,-0.00034012632205413895,-0.0005273559333307698,0.0009865042743395207,0.0002843329857354851,0.03338009164304821
University of Florida,trial_86335,1.0,0.27787817,1.0,-0.2630913,1.4094455,0.1,0.050082076,0.15639177,0.1,1.5529089,3.1,-0.011400042040972039,0.005812259179357815,0.00016986365067497185,-0.0034549876579641784,1.426491376334011e-05,-0.0010090735431738987,0.003923500999415938,0.004232674818750039,0.032740971557475865
Daiichi Sankyo,trial_21666,0.0,-0.81617916,0.6,-1.7811028,0.70636547,0.0,-0.18892044,-0.3400568,-0.033333335,0.436961,1.0,0.015599688087419053,-0.04627020149233299,-0.00421422657157128,-0.043484351743765734,0.0003163655726765852,0.001818564706277075,-0.0003013977823854379,-0.0004258631936060176,-0.0068860642281215415
National Institute of Allergy and Infectious Diseases (NIAID),trial_57583,0.0,0.05123717,1.2,0.7645885,0.75564677,0.1,-0.045365296,-0.008940363,-0.08333333,0.7742642,3.2,-0.006359543536935232,-0.008159280397143674,-0.0009263849970072707,-0.004994101723540952,-0.00042114018706970144,0.002903787256349931,0.0014769106800502315,-0.0032557679716801215,0.03481266349986254
Pfizer,trial_66084,0.0,-0.21230353,1.0,0.3336938,0.21355239,0.2,0.07673108,0.14821976,0.033333324,0.22450376,1.0,-0.0051324135640752515,-0.0028733610343685454,-0.003952267832785003,0.01655020499114431,-2.6173140594907002e-05,-0.0036444972069593477,-0.00044731643399670057,-0.006143435538018824,-0.008648775862660843
Ferring Pharmaceuticals,trial_27579,0.0,-0.8137255,1.9,0.7178974,1.3010267,0.0,-0.079213634,-0.053478457,0.0,1.2511978,1.1,-0.03820139760989696,-0.0020514709403284008,0.003264982116790354,-0.029624445802953085,0.0005341737517022677,0.0036037689096259664,0.0010980656022793003,0.0013040858998896725,-0.00507084343880706
KU Leuven,trial_43274,0.0,0.50267595,1.2,0.10089351,14.577413,0.0,0.017977234,0.10599705,0.03333334,16.160439,3.6,-0.010604787979886168,0.004047974278974925,0.018954731324271012,-0.021730766020272123,0.0011193207504081914,0.0007593121177987054,0.0015123345586168936,0.03863314557064387,0.029119866717381225
"Madrigal Pharmaceuticals, Inc.",trial_46752,0.0,-0.060856752,0.2,-0.21432416,7.924436,0.0,-0.099891126,-0.123060085,-2.9802323e-09,7.446406,0.8,0.024957060772831028,0.006670779415381233,-0.00735428193468515,-0.02979168467912227,-0.00097568205424211,0.0009267194326255084,0.00034427642001021294,0.004383720763869494,-0.016336974392615958
Merck Sharp & Dohme LLC,trial_51648,0.0,-0.10170847,1.0,0.64045525,0.29240248,0.1,-0.10152849,-0.046081156,-0.116666675,0.2661191,2.4,-0.0011814125351957048,-0.005459219286365937,-0.0013055192317481892,-0.003987053473535649,-0.00019881686375604964,0.0018568147802841383,-0.0019405223543683546,-0.0037555607775887428,0.01617073285409424
"Bausch Health Americas, Inc.",trial_10296,0.0,0.92043906,1.2,0.13962284,1.9022586,0.5333333,0.046241995,-0.12022243,0.03333333,1.6903492,1.4,-0.011934209336381172,-0.0033538515828431246,0.010920624737691311,0.09291513588399325,0.00021285151201281698,-0.001386020349196757,0.002176638207370358,0.0038951229581118086,0.003834143118292559
French National Agency for Research on AIDS and Viral Hepatitis,trial_28483,0.0,-0.36412382,1.7,0.3459598,1.997536,0.1,0.071706,-9.195805e-05,0.01666667,2.0468173,1.9,-0.028975131019484252,-0.002767487946697776,9.70086387045788e-05,-0.007747178744639956,0.00045026128858908777,-0.0025518253470646615,-0.0006889901407649571,0.0015812503846239913,0.00995525713407551
GlaxoSmithKline,trial_31634,0.0,0.07403456,0.7,0.47502017,0.059137575,0.1,-0.27291545,-0.47998157,-0.16666667,0.05420945,1.7,0.006893034833978164,-0.002499126280661808,-0.00560479336932259,0.01928466896742926,-0.0016483579899440298,0.0023949450277772314,-0.002969322675731845,-0.007179038661088601,0.002749126789130969
Poitiers University Hospital,trial_68501,0.0,0.2707554,0.9,-0.14312431,9.701849,0.3,-0.025310988,0.06969257,-0.05,10.953592,1.3,-0.0021561079105013054,0.007135358679018963,0.001435100996236403,0.006155235560265068,-0.00025509095472405673,0.0029654354116324566,-0.002024327507076622,0.019201812299431693,0.00272202243420179
Tioga Pharmaceuticals,trial_80890,0.0,0.26021805,0.2,0.11974524,0.5026694,0.05,-0.08751361,-0.17502722,0.0,0.2513347,0.2,0.024403654935071246,0.005750154445388607,-0.010598689999771179,-0.015907286100602446,-9.420754391680975e-05,0.0026016139815091197,0.001360224084648445,-0.0044414225577363966,-0.02800494581653038
Matthew Galsky,trial_47786,0.0,0.67331,0.6,-0.17399617,9.038193,0.4,0.041643925,0.017405784,0.0,8.905134,1.1,0.011534444672521205,0.00820520192739155,-0.022733537773570487,0.02136958085711165,0.00038361116994114407,0.0016847008278499432,0.0016962191677709422,0.007682551886931721,-0.011910028749611227
Vanda Pharmaceuticals,trial_90684,0.0,-0.069459364,1.2,0.36190546,3.778234,0.1,-0.09362656,-0.18374619,2.9802323e-09,4.229432,1.0,-0.018107764035070435,-0.002494381916187148,0.010944353462611509,-0.0035289040988361483,0.00010605106747245256,0.0029515699372507213,-0.0008164910632740781,0.015075467004916817,-0.007240966408760869
Novartis Pharmaceuticals,trial_60541,0.0,-0.25872368,1.5,0.7616767,1.701848,0.1,-0.02207672,0.046030797,0.05,1.5353868,2.1,-0.023793528139794944,-0.013892589323973279,0.005500500256111553,-0.008220799678411186,-0.00018785668963120617,0.0022517355310128495,0.0003479265954419851,0.00463569744951523,0.014735479989132726
Takeda,trial_78465,0.0,-0.04672378,0.9,0.06360739,0.24969201,0.1,0.002261424,-0.17696765,-0.1,0.21793291,1.8,-0.0005820357960183185,-0.0022604177820455965,-0.0041239999386913796,0.0188060886582402,-0.0010848502847436337,-0.015646469181257512,-0.00374218542314836,-0.003826109127647344,0.013681965648778716
Centrexion Therapeutics,trial_18660,0.0,0.3145429,0.6,-0.19185686,12.980698,0.1,-0.052970983,-0.114030674,-0.083333336,14.008487,1.8,0.00792949737032177,0.008752005506568291,-0.008870775632549578,-0.006877790916472166,0.0016367724732242836,0.004723289702335681,9.085828670974552e-05,0.0262333456305525,0.008035969597131043
M.D. Anderson Cancer Center,trial_45667,1.0,0.088442355,1.1,-0.30486876,0.46324438,0.21666667,0.093396604,0.073578864,0.016666671,0.38986996,1.3,-0.009740250933915376,0.00962605413880513,0.001586322972666876,0.017375736669880747,0.0004085211235029905,0.0007052629151068791,-0.0005402479177629654,-0.0018626195869554448,0.0015589109793654643
Cumberland Pharmaceuticals,trial_21314,1.0,-0.042929657,1.5,0.14079821,6.1010275,0.0,-0.24499659,-0.24257624,-0.2,6.505681,1.5,-0.014215141015301922,0.008497711628550996,0.026723901382995345,-0.032219522866694536,-0.0015303432039282055,-0.00021555657347229715,-0.0034529572237059483,0.019877585431383692,0.006761299282254186
Mallinckrodt,trial_46891,1.0,0.2737661,1.6,0.13928255,2.9995894,0.13333334,-0.06543495,-0.0341147,0.1,2.5472965,1.7,-0.027157938900956653,0.005967482822158853,0.028221366663236002,0.02419436139596918,0.0005646796452961893,0.003875535812912652,0.004738088708217245,-0.008695194650431014,0.004409749144899251
"Sumitomo Pharma America, Inc.",trial_76989,0.0,-0.36336517,1.3,0.83875847,2.2997947,0.1,0.02301735,-0.022595147,0.03333333,2.0353184,1.5,-0.02251057484805642,-0.018240188713141613,0.01300952130398717,-0.0060090193266817615,0.0006995337441548253,2.780730530443226e-06,0.0021120807713826536,0.003347584272507029,-0.0018162784135201948
Shiraz University of Medical Sciences,trial_74715,0.0,0.27581748,1.1,-0.20077157,5.6049285,0.116666675,-0.07532646,-0.08557929,-0.06666668,6.499658,2.2,-0.006382685497868806,0.009702793725933925,0.004165308118674792,-0.010407012332926381,-2.7759815862309128e-05,0.0019131272588341235,-0.0009184327380589643,0.009491604438352463,0.018359536153890077
Mazandaran University of Medical Sciences,trial_48347,0.0,-0.090262055,0.5,0.1190135,9.770842,0.0,-0.0520797,-0.12705311,-0.06666667,4.807666,0.3,0.01910047507708077,0.004267590363754901,-0.005140900496793503,-0.03439918938829687,0.0004230897141069932,0.0018471287955093875,0.00026385597059016733,-0.01256759221740028,-0.028737137539166725
Corcept Therapeutics,trial_21037,0.0,0.34967685,0.6,-0.078654334,1.1039014,0.13333334,-0.02194269,0.053787936,0.06666666,1.154278,1.5,0.006978187159518712,0.013205115700520714,-0.0005227567224050289,0.024763961551232092,9.630138390798922e-05,0.0014017730849789933,-0.00034724610052055645,0.0001500917810557962,0.003987615206904593
Universitätsmedizin Mannheim,trial_90310,0.0,0.025593054,1.0,0.09044853,10.000821,0.116666675,-0.08127292,-0.1257451,-0.06666667,8.7375765,2.0,0.0032135828002064952,0.0029099299858532258,-0.007567936421907347,-0.015625105105757656,0.00023202544358896993,-0.00011310230504558657,-0.002154331905588653,-0.009152393394925126,-0.0004254113369243001
Pfizer,trial_65970,0.0,-0.3864662,1.0,0.065342516,0.2989733,0.1,-0.14883958,-0.16897567,-0.09999999,0.29897326,1.0,-0.006452219078782946,-0.008097681646494069,-0.0026788639961315423,0.0009493220662992019,-0.0024179050196234267,-0.001583315657254486,-0.0025022663321880934,-0.002919117290310788,-0.009440575072847424
Seattle Children's Hospital,trial_73738,0.0,0.3352315,0.5,-0.32005987,4.6817255,0.0,-0.08326282,-0.012572324,-0.033333343,4.2398357,2.3,0.018577403617615347,0.012339685990582421,0.016657676479754163,-0.033881027232572546,-4.226378895304658e-05,0.001976508815859309,-0.001288340909961079,0.007613475435961969,0.012978835217509185
Novo Nordisk A/S,trial_62968,0.0,-0.3911654,0.9,0.38974562,0.29897332,0.06666667,0.10495399,0.02659359,0.116666675,0.2694045,1.0,-0.0018889874773158218,-0.011322892376708216,-0.0026586863841743073,0.004845899724021291,-0.0002746637231012774,-0.007889907108552413,-0.005055699946798749,-0.004115852537787757,-0.012374346870827137
Fudan University,trial_28618,0.0,-0.4742976,1.6,0.56823623,0.4336756,0.0,-0.028485984,-0.06574656,-0.01666667,0.4271047,2.7,-0.02819064917386277,-0.0008449906398404685,-0.0025858563518057,-0.028038089876905377,0.0001325988352165166,-0.0015818925263228318,-0.0021790928018520952,-0.0031607303474611636,0.02814124344462471
Merck Sharp & Dohme LLC,trial_51279,0.0,0.019387994,0.5,0.3411685,0.23983571,0.1,0.049068414,0.091316424,-0.05,0.22121835,2.0,0.008893055522232317,-0.002273459189061806,-0.0029073135393137203,-0.004033995508249746,-0.0005453793762825483,0.0030677012464497963,0.00032023087075668097,-0.004475493326722561,0.017665847166936147
Ahmad Tarhini,trial_2640,0.0,-0.2999251,0.1,-0.01953571,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0281994543208275,0.009031685974008177,-0.00968614366077596,-0.030894385734525964,0.0008510993902529042,0.002768820527509568,0.0014568796256154907,-0.0050804401619914345,-0.03071010166889755
Novo Nordisk A/S,trial_62846,0.0,-0.48611754,0.8,0.4008151,0.078850105,0.0,-0.14826396,-0.14234939,-0.2,0.070088975,1.0,0.012883300831832456,0.0011277858743459338,-0.004367928157942719,-0.028177271511500124,-0.000845595108229929,0.0014743734544138032,-0.0062325922642114204,-0.0049233740674116564,-0.01178594030575914
"University of California, San Francisco",trial_85342,0.0,0.7264976,1.0,-0.4754433,0.5026694,0.5666667,-0.019244945,0.005749464,0.033333324,0.6236824,1.8,-0.005579169094213284,0.012690010502541316,-0.0010024063196368096,0.06984549701890506,-0.00014718189352249967,0.0028906363932372464,-0.0030289071677173035,-0.005706851332460456,0.006585218554871972
SWOG Cancer Research Network,trial_71726,0.0,0.39449337,1.1,0.045198247,1.9022586,0.2,-0.020938763,-0.018904518,5.9604646e-09,2.0325801,2.5,-0.0036820131143322212,0.003338059265096626,0.0029787478614647536,0.02287027181000738,-0.0011285467178383944,-0.0057563717196926194,-0.0019074300036426336,0.008235810200801736,0.01842198870686116
Abbott,trial_1331,1.0,0.31416872,1.5,0.8053182,0.99548256,0.2,0.13173874,0.22793007,0.06666666,0.94401085,1.7,-0.014298685439280234,-0.014981441336898927,-0.0011103174468040805,0.06040846615892546,0.001098629356515204,0.00033446901567801677,0.0027576669524461473,0.000727335575448475,0.00788053953894996
NSABP Foundation Inc,trial_53562,0.0,-0.54937124,1.9,1.8485044,10.799178,0.0,-0.006211941,-0.015431401,0.0,13.983846,1.8,-0.029378707395633686,-0.04818791168534122,0.01643154286592236,-0.02788163831703717,0.0009516391693419534,-0.0006148808726158873,0.0004713033393527551,0.023042261514163817,0.014523216800676891
Stanford University,trial_76605,0.0,0.46990845,0.7,-0.6861755,0.82464063,0.4,0.32355332,0.25747675,0.15,0.7912389,2.8,-0.000978869353071788,0.006929584211078935,0.004225997034462485,0.037742301624698854,0.0013939637406533377,-0.0035080980436664006,-0.00011188724240612253,-0.0003318389209108694,0.020578644946566783
GlaxoSmithKline,trial_31349,0.0,-0.5601582,1.8,1.2336558,0.10184804,0.1,-0.07638787,-0.01632229,0.0,0.078850105,2.1,-0.027377117552037818,-0.025897033074609038,-0.002896470745172192,-0.009100948189152159,-0.0005361721895414471,-0.0020271732468407563,-0.0033308475959106915,-0.0052656983911502945,0.02313731117005227
Pfizer,trial_67193,0.0,0.4581205,0.6,-0.14995494,0.16098562,0.23333332,0.036028992,0.0806521,1.4901161e-08,0.16098563,1.6,0.007692810209366144,0.007538974785970841,-0.003166624560171785,0.04233178061971404,0.0004891632239846135,-0.00040423095427727547,0.0005641854226643527,-0.005040808273230195,0.004086138378996111
Reha Rheinfelden,trial_70157,0.0,-0.3162077,0.1,0.030153468,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.029122111834614772,0.00713022728628609,-0.009486159950086132,-0.033144526356719925,0.0006979899288042524,0.002270291122744569,0.001282064598682926,-0.007001146312080829,-0.032441938541203856
Fudan University,trial_28562,0.0,-0.2700862,1.3,0.27560177,1.3043121,0.1,-0.07037936,-0.12326064,-0.083333336,1.236961,1.0,-0.014152928144205362,0.0005310479499390116,0.004591640828030584,-0.0025584398383682013,0.0004731652226155402,0.004313558316445325,-0.0006173272806569625,0.0028773468001007953,-0.007595821920287562
"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",trial_42676,0.0,-0.9330335,1.5,0.6488134,0.40082136,0.0,0.15096453,0.12985072,0.2,0.4008213,1.0,-0.031005168772302565,-0.01108205654892713,-0.0035482937898275307,-0.03551500071238646,0.0010415110199207401,-0.0035128891020863836,0.006711346079926123,-0.002553293908273171,-0.00954252637983882
Sanofi,trial_72910,0.0,-0.030063698,1.0,0.29593962,0.40082136,0.13333334,-0.056247033,-0.056402873,0.016666666,0.33292264,1.0,-0.006396470396139194,0.0011628253872790456,-0.0022401171838215004,0.029344247330386552,-0.0013445073673877183,0.0008955613308326248,0.00042917783318046244,-0.005498851796970843,-0.006647343179996825
"University Hospital, Ghent",trial_83678,0.0,0.43292248,1.0,-0.19629554,1.5967146,0.3,0.07324801,0.14252506,-0.15,1.5189598,2.5,-8.742552867624861e-05,0.0024760824695500036,0.008146332588692552,0.03433518435879972,5.3291524888133495e-05,-0.0018623122830450749,-0.00047294564274038013,-0.0017482278087177221,0.01151052013937442
EMS,trial_23665,0.0,-0.71392846,1.0,0.16844337,0.9002053,0.0,0.065778196,0.08379728,0.0,0.8657085,0.5,0.0026195067486260064,0.007863265973126098,-0.007131618094646711,-0.029236795272496015,0.0011031705625868511,0.0024123899606037424,0.0012408510082901395,-0.004088966170777278,-0.026359221675593292
DR. MALA KHAN,trial_21514,0.0,-0.33408198,0.1,0.07954088,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.029795138607150874,0.005717725820608517,-0.00946946601753601,-0.034884054412419055,0.0005644990255011903,0.0023706371866575563,0.001157725782885809,-0.005454546616171003,-0.029525648284077756
Catalysis SL,trial_17466,0.0,-0.24887279,1.1,0.030954812,9.301026,0.0,-0.0025898218,-0.09182783,0.06666667,11.974811,1.5,-0.012517368779634126,0.0018844932024064717,0.01226192580468953,-0.030925436959973452,-0.000589136882992415,-0.0024906844355574017,0.0013233308127032386,0.006139383314622576,0.00575048961378343
